;line;order;counter_start;counter_end;shift;puco_code;sheets;date_stop;status;minutes
223;LZ-01;10182;114;8062;1;OGE04;0;2021-03-21 11:09:09;STOP;0 days 00:00:22
224;LZ-01;10182;115;8188;1;RUN;126;2021-03-21 11:09:14;RUN;0 days 00:00:05
225;LZ-01;10182;115;8188;1;OGE04;0;2021-03-21 11:11:06;STOP;0 days 00:01:52
226;LZ-01;10182;115;8188;1;RUN;0;2021-03-21 11:11:18;RUN;0 days 00:00:12
227;LZ-01;10182;115;8188;1;OGE04;0;2021-03-21 11:12:11;STOP;0 days 00:00:53
228;LZ-01;10182;115;8188;1;RUN;0;2021-03-21 11:12:19;RUN;0 days 00:00:08
229;LZ-01;10182;115;8188;1;OGE04;0;2021-03-21 11:13:07;STOP;0 days 00:00:48
230;LZ-01;10182;121;8304;1;RUN;116;2021-03-21 11:14:38;RUN;0 days 00:01:31
231;LZ-01;10182;121;8304;1;OGE04;0;2021-03-21 11:16:09;STOP;0 days 00:01:31
232;LZ-01;10182;121;8369;1;RUN;65;2021-03-21 11:16:24;RUN;0 days 00:00:15
233;LZ-01;10182;121;8369;1;OGE04;0;2021-03-21 11:17:58;STOP;0 days 00:01:34
234;LZ-01;10182;121;8386;1;RUN;17;2021-03-21 11:18:28;RUN;0 days 00:00:30
235;LZ-01;10182;121;8386;1;OGE04;0;2021-03-21 11:24:27;STOP;0 days 00:05:59
236;LZ-01;10182;121;8386;1;RUN;0;2021-03-21 11:24:32;RUN;0 days 00:00:05
237;LZ-01;10182;121;8386;1;OGE04;0;2021-03-21 11:24:55;STOP;0 days 00:00:23
238;LZ-01;10182;121;8386;1;RUN;0;2021-03-21 11:25:00;RUN;0 days 00:00:05
239;LZ-01;10182;121;8386;1;OGE04;0;2021-03-21 11:26:28;STOP;0 days 00:01:28
240;LZ-01;10182;122;8386;1;RUN;0;2021-03-21 11:26:34;RUN;0 days 00:00:06
241;LZ-01;10182;122;8386;1;OGE04;0;2021-03-21 11:27:17;STOP;0 days 00:00:43
242;LZ-01;10182;126;8386;1;RUN;0;2021-03-21 11:27:29;RUN;0 days 00:00:12
243;LZ-01;10182;126;8386;1;OGE13;0;2021-03-21 11:41:42;STOP;0 days 00:14:13
244;LZ-01;10182;126;8386;1;RUN;0;2021-03-21 11:41:48;RUN;0 days 00:00:06
245;LZ-01;10182;126;8386;1;OGE04;0;2021-03-21 11:42:05;STOP;0 days 00:00:17
246;LZ-01;10182;126;8386;1;RUN;0;2021-03-21 11:42:11;RUN;0 days 00:00:06
247;LZ-01;10182;126;8386;1;OGE04;0;2021-03-21 11:42:31;STOP;0 days 00:00:20
248;LZ-01;10182;126;8386;1;RUN;0;2021-03-21 11:42:37;RUN;0 days 00:00:06
249;LZ-01;10182;126;8386;1;OGE04;0;2021-03-21 11:44:42;STOP;0 days 00:02:05
250;LZ-01;10182;126;8386;1;RUN;0;2021-03-21 11:44:47;RUN;0 days 00:00:05
251;LZ-01;10182;126;8386;1;OGE04;0;2021-03-21 11:45:13;STOP;0 days 00:00:26
252;LZ-01;10182;126;8386;1;RUN;0;2021-03-21 11:45:21;RUN;0 days 00:00:08
253;LZ-01;10182;126;8386;1;OGE04;0;2021-03-21 11:47:01;STOP;0 days 00:01:40
254;LZ-01;10182;126;8386;1;RUN;0;2021-03-21 11:47:06;RUN;0 days 00:00:05
255;LZ-01;10182;126;8386;1;OGE04;0;2021-03-21 11:47:38;STOP;0 days 00:00:32
256;LZ-01;10182;126;8386;1;RUN;0;2021-03-21 11:47:43;RUN;0 days 00:00:05
257;LZ-01;10182;126;8386;1;OGE04;0;2021-03-21 11:48:33;STOP;0 days 00:00:50
258;LZ-01;10182;126;8386;1;RUN;0;2021-03-21 11:48:40;RUN;0 days 00:00:07
259;LZ-01;10182;126;8386;1;OGE04;0;2021-03-21 11:51:21;STOP;0 days 00:02:41
260;LZ-01;10182;126;8386;1;RUN;0;2021-03-21 11:51:32;RUN;0 days 00:00:11
261;LZ-01;10182;126;8386;1;OGE04;0;2021-03-21 11:53:05;STOP;0 days 00:01:33
262;LZ-01;10182;126;8386;1;RUN;0;2021-03-21 11:53:17;RUN;0 days 00:00:12
263;LZ-01;10182;126;8386;1;OGE04;0;2021-03-21 11:54:53;STOP;0 days 00:01:36
264;LZ-01;10182;129;8386;1;RUN;0;2021-03-21 11:54:58;RUN;0 days 00:00:05
265;LZ-01;10182;129;8386;1;OGE04;0;2021-03-21 11:56:12;STOP;0 days 00:01:14
266;LZ-01;10182;129;8386;1;RUN;0;2021-03-21 11:56:20;RUN;0 days 00:00:08
267;LZ-01;10182;129;8386;1;OGE04;0;2021-03-21 11:59:06;STOP;0 days 00:02:46
268;LZ-01;10182;129;8386;1;RUN;0;2021-03-21 11:59:12;RUN;0 days 00:00:06
269;LZ-01;10182;129;8386;1;OGE04;0;2021-03-21 11:59:40;STOP;0 days 00:00:28
270;LZ-01;10182;129;8440;1;RUN;54;2021-03-21 11:59:47;RUN;0 days 00:00:07
271;LZ-01;10182;129;8440;1;OGE04;0;2021-03-21 12:06:16;STOP;0 days 00:06:29
272;LZ-01;10182;129;8541;1;RUN;101;2021-03-21 12:06:29;RUN;0 days 00:00:13
273;LZ-01;10182;129;8541;1;OGE04;0;2021-03-21 12:07:42;STOP;0 days 00:01:13
274;LZ-01;10182;134;8621;1;RUN;80;2021-03-21 12:07:51;RUN;0 days 00:00:09
275;LZ-01;10182;134;8621;1;OGE04;0;2021-03-21 12:08:41;STOP;0 days 00:00:50
276;LZ-01;10182;134;8758;1;RUN;137;2021-03-21 12:08:58;RUN;0 days 00:00:17
277;LZ-01;10182;134;8758;1;OGE04;0;2021-03-21 12:09:05;STOP;0 days 00:00:07
278;LZ-01;10182;134;8760;1;RUN;2;2021-03-21 12:09:10;RUN;0 days 00:00:05
279;LZ-01;10182;134;8760;1;OGE04;0;2021-03-21 12:09:32;STOP;0 days 00:00:22
280;LZ-01;10182;134;8950;1;RUN;190;2021-03-21 12:09:39;RUN;0 days 00:00:07
281;LZ-01;10182;134;8950;1;OGE04;0;2021-03-21 12:11:02;STOP;0 days 00:01:23
282;LZ-01;10182;134;8950;1;RUN;0;2021-03-21 12:11:08;RUN;0 days 00:00:06
283;LZ-01;10182;134;8950;1;OGE04;0;2021-03-21 12:11:24;STOP;0 days 00:00:16
284;LZ-01;10182;167;10433;1;RUN;1483;2021-03-21 12:17:54;RUN;0 days 00:06:30
285;LZ-01;10182;167;10433;1;OGE04;0;2021-03-21 12:20:27;STOP;0 days 00:02:33
286;LZ-01;10182;333;24032;1;RUN;13599;2021-03-21 12:48:20;RUN;0 days 00:27:53
287;LZ-01;10182;333;24032;1;OPS02;0;2021-03-21 13:02:29;STOP;0 days 00:14:09
288;LZ-01;10182;334;24426;1;RUN;394;2021-03-21 13:02:36;RUN;0 days 00:00:07
289;LZ-01;10182;334;24426;1;OGE04;0;2021-03-21 13:11:17;STOP;0 days 00:08:41
290;LZ-01;10182;338;24743;1;RUN;317;2021-03-21 13:11:23;RUN;0 days 00:00:06
291;LZ-01;10182;338;24743;1;OGE04;0;2021-03-21 13:14:04;STOP;0 days 00:02:41
292;LZ-01;10182;338;24743;1;RUN;0;2021-03-21 13:14:09;RUN;0 days 00:00:05
293;LZ-01;10182;338;24743;1;OGE04;0;2021-03-21 13:18:01;STOP;0 days 00:03:52
294;LZ-01;10182;338;24743;1;RUN;0;2021-03-21 13:18:06;RUN;0 days 00:00:05
295;LZ-01;10182;338;24743;1;OGE04;0;2021-03-21 13:18:26;STOP;0 days 00:00:20
296;LZ-01;10182;338;24743;1;RUN;0;2021-03-21 13:18:35;RUN;0 days 00:00:09
297;LZ-01;10182;338;24743;1;OGE04;0;2021-03-21 13:22:58;STOP;0 days 00:04:23
298;LZ-01;10182;338;24743;1;RUN;0;2021-03-21 13:23:09;RUN;0 days 00:00:11
299;LZ-01;10182;338;24743;1;OGE04;0;2021-03-21 13:24:39;STOP;0 days 00:01:30
300;LZ-01;10182;344;24794;1;RUN;51;2021-03-21 13:25:12;RUN;0 days 00:00:33
301;LZ-01;10182;344;24794;1;OGE04;0;2021-03-21 13:30:17;STOP;0 days 00:05:05
302;LZ-01;10182;344;24794;1;RUN;0;2021-03-21 13:30:23;RUN;0 days 00:00:06
303;LZ-01;10182;344;24794;1;OGE04;0;2021-03-21 13:32:25;STOP;0 days 00:02:02
304;LZ-01;10182;344;24794;1;RUN;0;2021-03-21 13:32:31;RUN;0 days 00:00:06
305;LZ-01;10182;344;24794;1;OGE04;0;2021-03-21 13:33:37;STOP;0 days 00:01:06
306;LZ-01;10182;344;24794;1;RUN;0;2021-03-21 13:33:43;RUN;0 days 00:00:06
307;LZ-01;10182;344;24794;1;OGE04;0;2021-03-21 13:34:28;STOP;0 days 00:00:45
308;LZ-01;10182;344;24794;1;RUN;0;2021-03-21 13:34:33;RUN;0 days 00:00:05
309;LZ-01;10182;344;24794;1;OGE04;0;2021-03-21 13:38:23;STOP;0 days 00:03:50
310;LZ-01;10182;344;24794;1;RUN;0;2021-03-21 13:38:29;RUN;0 days 00:00:06
311;LZ-01;10182;344;24794;1;OGE04;0;2021-03-21 13:39:56;STOP;0 days 00:01:27
312;LZ-01;10182;344;24794;1;RUN;0;2021-03-21 13:40:02;RUN;0 days 00:00:06
313;LZ-01;10182;344;24794;1;OGE04;0;2021-03-21 13:41:32;STOP;0 days 00:01:30
314;LZ-01;10182;344;24794;1;RUN;0;2021-03-21 13:41:38;RUN;0 days 00:00:06
315;LZ-01;10182;344;24794;1;OGE04;0;2021-03-21 13:51:26;STOP;0 days 00:09:48
316;LZ-01;10182;347;24794;1;RUN;0;2021-03-21 13:51:32;RUN;0 days 00:00:06
317;LZ-01;10182;347;24794;1;OGE04;0;2021-03-21 13:51:59;STOP;0 days 00:00:27
318;LZ-01;10182;349;24794;1;RUN;0;2021-03-21 13:52:08;RUN;0 days 00:00:09
319;LZ-01;10182;349;24794;1;OGE13;0;2021-03-21 14:01:03;STOP;0 days 00:08:55
320;LZ-01;10182;349;24963;1;RUN;169;2021-03-21 14:01:11;RUN;0 days 00:00:08
321;LZ-01;10182;349;24963;1;OGE04;0;2021-03-21 14:04:08;STOP;0 days 00:02:57
322;LZ-01;10182;349;25150;1;RUN;187;2021-03-21 14:04:28;RUN;0 days 00:00:20
323;LZ-01;10182;349;25150;1;OGE04;0;2021-03-21 14:05:36;STOP;0 days 00:01:08
324;LZ-01;10182;349;25150;1;RUN;0;2021-03-21 14:05:41;RUN;0 days 00:00:05
325;LZ-01;10182;349;25150;1;OGE04;0;2021-03-21 14:05:55;STOP;0 days 00:00:14
326;LZ-01;10182;349;25150;1;RUN;0;2021-03-21 14:06:06;RUN;0 days 00:00:11
327;LZ-01;10182;349;25150;1;OGE04;0;2021-03-21 14:06:38;STOP;0 days 00:00:32
328;LZ-01;10182;349;25248;1;RUN;98;2021-03-21 14:06:43;RUN;0 days 00:00:05
329;LZ-01;10182;349;25248;1;OGE04;0;2021-03-21 14:12:00;STOP;0 days 00:05:17
330;LZ-01;10182;349;25248;1;RUN;0;2021-03-21 14:12:05;RUN;0 days 00:00:05
331;LZ-01;10182;349;25248;1;OGE04;0;2021-03-21 14:14:48;STOP;0 days 00:02:43
332;LZ-01;10182;349;25248;1;RUN;0;2021-03-21 14:14:55;RUN;0 days 00:00:07
333;LZ-01;10182;349;25248;1;OGE04;0;2021-03-21 14:16:02;STOP;0 days 00:01:07
334;LZ-01;10182;349;25248;1;RUN;0;2021-03-21 14:16:08;RUN;0 days 00:00:06
335;LZ-01;10182;349;25248;1;OGE04;0;2021-03-21 14:16:09;STOP;0 days 00:00:01
336;LZ-01;10182;351;25274;1;RUN;26;2021-03-21 14:16:14;RUN;0 days 00:00:05
337;LZ-01;10182;351;25274;1;OGE04;0;2021-03-21 14:21:20;STOP;0 days 00:05:06
338;LZ-01;10182;351;25274;1;RUN;0;2021-03-21 14:21:26;RUN;0 days 00:00:06
339;LZ-01;10182;351;25274;1;OGE04;0;2021-03-21 14:23:02;STOP;0 days 00:01:36
340;LZ-01;10182;351;25274;1;RUN;0;2021-03-21 14:23:07;RUN;0 days 00:00:05
341;LZ-01;10182;351;25274;1;OGE04;0;2021-03-21 14:28:05;STOP;0 days 00:04:58
342;LZ-01;10182;351;25274;1;RUN;0;2021-03-21 14:28:12;RUN;0 days 00:00:07
343;LZ-01;10182;351;25274;1;OGE04;0;2021-03-21 14:30:17;STOP;0 days 00:02:05
344;LZ-01;10182;356;25274;1;RUN;0;2021-03-21 14:30:29;RUN;0 days 00:00:12
345;LZ-01;10182;356;25274;1;OGE04;0;2021-03-21 14:32:41;STOP;0 days 00:02:12
346;LZ-01;10182;356;25274;1;RUN;0;2021-03-21 14:32:54;RUN;0 days 00:00:13
347;LZ-01;10182;356;25274;1;OGE04;0;2021-03-21 14:33:42;STOP;0 days 00:00:48
348;LZ-01;10182;356;25347;1;RUN;73;2021-03-21 14:33:48;RUN;0 days 00:00:06
349;LZ-01;10182;356;25347;1;OGE04;0;2021-03-21 14:43:43;STOP;0 days 00:09:55
350;LZ-01;10182;356;25347;1;RUN;0;2021-03-21 14:43:52;RUN;0 days 00:00:09
351;LZ-01;10182;356;25347;1;OGE04;0;2021-03-21 14:46:47;STOP;0 days 00:02:55
352;LZ-01;10182;422;28584;1;RUN;3237;2021-03-21 14:57:19;RUN;0 days 00:10:32
353;LZ-01;10182;422;28584;1;OGE04;0;2021-03-21 15:05:49;STOP;0 days 00:08:30
354;LZ-01;10182;496;34062;1;RUN;5478;2021-03-21 15:18:35;RUN;0 days 00:12:46
355;LZ-01;10182;496;34062;1;OGE13;0;2021-03-21 15:31:08;STOP;0 days 00:12:33
356;LZ-01;10182;496;34062;1;RUN;0;2021-03-21 15:31:14;RUN;0 days 00:00:06
357;LZ-01;10182;496;34062;1;OGE04;0;2021-03-21 15:35:19;STOP;0 days 00:04:05
358;LZ-01;10182;496;34833;1;RUN;771;2021-03-21 15:35:24;RUN;0 days 00:00:05
359;LZ-01;10182;496;34833;1;OGE04;0;2021-03-21 15:38:51;STOP;0 days 00:03:27
360;LZ-01;10182;652;46289;1;RUN;11456;2021-03-21 16:05:17;RUN;0 days 00:26:26
361;LZ-01;10182;652;46289;1;OGE04;0;2021-03-21 16:06:59;STOP;0 days 00:01:42
362;LZ-01;10182;652;46335;1;RUN;46;2021-03-21 16:07:05;RUN;0 days 00:00:06
363;LZ-01;10182;652;46335;1;OGE04;0;2021-03-21 16:07:38;STOP;0 days 00:00:33
364;LZ-01;10182;700;50581;1;RUN;4246;2021-03-21 16:15:54;RUN;0 days 00:08:16
365;LZ-01;10182;700;50581;1;OGE13;0;2021-03-21 16:28:30;STOP;0 days 00:12:36
366;LZ-01;10182;700;50581;1;RUN;0;2021-03-21 16:28:35;RUN;0 days 00:00:05
367;LZ-01;10182;700;50581;1;OGE04;0;2021-03-21 16:29:51;STOP;0 days 00:01:16
368;LZ-01;10182;700;51731;1;RUN;1150;2021-03-21 16:29:57;RUN;0 days 00:00:06
369;LZ-01;10182;700;51731;1;OGE13;0;2021-03-21 16:41:45;STOP;0 days 00:11:48
370;LZ-01;10182;700;51731;1;RUN;0;2021-03-21 16:41:50;RUN;0 days 00:00:05
371;LZ-01;10182;700;51731;1;OGE04;0;2021-03-21 16:48:26;STOP;0 days 00:06:36
372;LZ-01;10182;700;51731;1;RUN;0;2021-03-21 16:48:32;RUN;0 days 00:00:06
373;LZ-01;10182;700;51731;1;OGE04;0;2021-03-21 16:49:56;STOP;0 days 00:01:24
374;LZ-01;10182;700;51780;1;RUN;49;2021-03-21 16:50:03;RUN;0 days 00:00:07
375;LZ-01;10182;700;51780;1;OGE13;0;2021-03-21 17:01:32;STOP;0 days 00:11:29
376;LZ-01;10182;700;51780;1;RUN;0;2021-03-21 17:01:37;RUN;0 days 00:00:05
377;LZ-01;10182;700;51780;1;OGE04;0;2021-03-21 17:02:04;STOP;0 days 00:00:27
378;LZ-01;10182;700;51804;1;RUN;24;2021-03-21 17:02:10;RUN;0 days 00:00:06
379;LZ-01;10182;700;51804;1;OGE04;0;2021-03-21 17:12:06;STOP;0 days 00:09:56
380;LZ-01;10182;701;51804;1;RUN;0;2021-03-21 17:12:11;RUN;0 days 00:00:05
381;LZ-01;10182;701;51804;1;OGE04;0;2021-03-21 17:12:12;STOP;0 days 00:00:01
382;LZ-01;10182;705;51804;1;RUN;0;2021-03-21 17:12:17;RUN;0 days 00:00:05
383;LZ-01;10182;705;51804;1;OGE04;0;2021-03-21 17:13:52;STOP;0 days 00:01:35
384;LZ-01;10182;705;51804;1;RUN;0;2021-03-21 17:14:32;RUN;0 days 00:00:40
385;LZ-01;10182;705;51804;1;OGE04;0;2021-03-21 17:16:45;STOP;0 days 00:02:13
386;LZ-01;10182;710;52100;1;RUN;296;2021-03-21 17:16:56;RUN;0 days 00:00:11
387;LZ-01;10182;710;52100;1;OGE04;0;2021-03-21 17:22:09;STOP;0 days 00:05:13
388;LZ-01;10182;710;52100;1;RUN;0;2021-03-21 17:22:16;RUN;0 days 00:00:07
389;LZ-01;10182;710;52100;1;OGE04;0;2021-03-21 17:22:43;STOP;0 days 00:00:27
390;LZ-01;10182;710;52148;1;RUN;48;2021-03-21 17:22:59;RUN;0 days 00:00:16
391;LZ-01;10182;710;52148;1;OGE04;0;2021-03-21 17:30:57;STOP;0 days 00:07:58
392;LZ-01;10182;710;52148;1;RUN;0;2021-03-21 17:31:04;RUN;0 days 00:00:07
393;LZ-01;10182;710;52148;1;OGE04;0;2021-03-21 17:33:09;STOP;0 days 00:02:05
394;LZ-01;10182;710;52148;1;RUN;0;2021-03-21 17:33:24;RUN;0 days 00:00:15
395;LZ-01;10182;710;52148;1;OGE04;0;2021-03-21 17:34:36;STOP;0 days 00:01:12
396;LZ-01;10182;725;53119;1;RUN;971;2021-03-21 17:36:42;RUN;0 days 00:02:06
397;LZ-01;10182;725;53119;1;OGE13;0;2021-03-21 17:59:20;STOP;0 days 00:22:38
398;LZ-01;10182;725;53119;1;RUN;0;2021-03-21 17:59:25;RUN;0 days 00:00:05
399;LZ-01;10182;725;53119;1;OGE04;0;2021-03-21 17:59:44;STOP;0 days 00:00:19
400;LZ-01;10182;725;53119;1;RUN;0;2021-03-21 17:59:50;RUN;0 days 00:00:06
401;LZ-01;10182;725;53119;1;OGE13;0;2021-03-21 18:22:32;STOP;0 days 00:22:42
402;LZ-01;10182;726;53119;1;RUN;0;2021-03-21 18:22:37;RUN;0 days 00:00:05
403;LZ-01;10182;726;53119;1;OGE04;0;2021-03-21 18:22:59;STOP;0 days 00:00:22
404;LZ-01;10182;728;53119;1;RUN;0;2021-03-21 18:23:09;RUN;0 days 00:00:10
405;LZ-01;10182;728;53119;1;OGE04;0;2021-03-21 18:31:21;STOP;0 days 00:08:12
406;LZ-01;10182;792;58089;1;RUN;4970;2021-03-21 18:42:10;RUN;0 days 00:10:49
407;LZ-01;10182;792;58089;1;OGE13;0;2021-03-21 18:54:47;STOP;0 days 00:12:37
408;LZ-01;10182;842;61911;1;RUN;3822;2021-03-21 19:04:17;RUN;0 days 00:09:30
409;LZ-01;10182;842;61911;1;OGE13;0;2021-03-21 19:17:11;STOP;0 days 00:12:54
410;LZ-01;10182;842;62282;1;RUN;371;2021-03-21 19:17:16;RUN;0 days 00:00:05
411;LZ-01;10182;842;62282;1;RUN;0;2021-03-21 19:42:20;RUN;0 days 00:25:04
412;LZ-01;10182;842;62282;1;OGE02;0;2021-03-21 19:42:21;STOP;0 days 00:00:01
413;LZ-01;10182;0;0;2;RUN;0;2021-03-21 19:52:13;RUN;0 days 00:09:52
414;LZ-01;10182;17;0;2;RUN;0;2021-03-21 19:53:45;RUN;0 days 00:01:32
415;LZ-01;10182;17;0;2;OGE14;0;2021-03-21 20:25:10;STOP;0 days 00:31:25
416;LZ-01;10182;17;0;2;RUN;0;2021-03-21 20:25:38;RUN;0 days 00:00:28
417;LZ-01;10182;17;0;2;OGE04;0;2021-03-21 20:27:26;STOP;0 days 00:01:48
418;LZ-01;10182;67;2032;2;RUN;2032;2021-03-21 20:35:53;RUN;0 days 00:08:27
419;LZ-01;10182;67;2032;2;OGE04;0;2021-03-21 20:36:09;STOP;0 days 00:00:16
420;LZ-01;10182;165;10517;2;RUN;8485;2021-03-21 20:53:50;RUN;0 days 00:17:41
421;LZ-01;10182;165;10517;2;OGE04;0;2021-03-21 20:54:41;STOP;0 days 00:00:51
422;LZ-01;10182;375;27381;2;RUN;16864;2021-03-21 21:31:02;RUN;0 days 00:36:21
423;LZ-01;10182;375;27381;2;OGE04;0;2021-03-21 21:50:17;STOP;0 days 00:19:15
424;LZ-01;10182;375;27795;2;RUN;414;2021-03-21 21:50:22;RUN;0 days 00:00:05
425;LZ-01;10182;375;27795;2;OGE04;0;2021-03-21 21:51:11;STOP;0 days 00:00:49
426;LZ-01;10182;375;28657;2;RUN;862;2021-03-21 21:51:17;RUN;0 days 00:00:06
427;LZ-01;10182;375;28657;2;OGE04;0;2021-03-21 21:58:31;STOP;0 days 00:07:14
428;LZ-01;10182;395;30143;2;RUN;1486;2021-03-21 22:01:51;RUN;0 days 00:03:20
429;LZ-01;10182;395;30143;2;OGE04;0;2021-03-21 22:08:11;STOP;0 days 00:06:20
430;LZ-01;10182;395;30143;2;RUN;0;2021-03-21 22:08:41;RUN;0 days 00:00:30
431;LZ-01;10182;395;30143;2;OGE04;0;2021-03-21 22:10:50;STOP;0 days 00:02:09
432;LZ-01;10182;400;30321;2;RUN;178;2021-03-21 22:11:13;RUN;0 days 00:00:23
433;LZ-01;10182;400;30321;2;OGE04;0;2021-03-21 22:14:36;STOP;0 days 00:03:23
434;LZ-01;10182;582;43529;2;RUN;13208;2021-03-21 22:46:34;RUN;0 days 00:31:58
435;LZ-01;10182;582;43529;2;OGE04;0;2021-03-21 22:49:43;STOP;0 days 00:03:09
436;LZ-01;10182;715;54922;2;RUN;11393;2021-03-21 23:11:11;RUN;0 days 00:21:28
437;LZ-01;10182;715;54922;2;OGE04;0;2021-03-21 23:24:38;STOP;0 days 00:13:27
438;LZ-01;10182;715;54922;2;RUN;0;2021-03-21 23:24:43;RUN;0 days 00:00:05
439;LZ-01;10182;715;54922;2;OGE04;0;2021-03-21 23:25:15;STOP;0 days 00:00:32
440;LZ-01;10182;715;55125;2;RUN;203;2021-03-21 23:25:49;RUN;0 days 00:00:34
441;LZ-01;10182;715;55125;2;OPS01;0;2021-03-21 23:46:42;STOP;0 days 00:20:53
442;LZ-01;10182;717;55125;2;RUN;0;2021-03-21 23:47:07;RUN;0 days 00:00:25
443;LZ-01;10182;717;55125;2;OGE04;0;2021-03-21 23:47:57;STOP;0 days 00:00:50
444;LZ-01;10182;719;55125;2;RUN;0;2021-03-21 23:48:02;RUN;0 days 00:00:05
445;LZ-01;10182;719;55125;2;OGE04;0;2021-03-21 23:48:03;STOP;0 days 00:00:01
